Path,Extension,Role,Bytes,Lines,ProposedTarget,Action
ide/uxminima-vscode/uxminima-vscode-0.2.0.vsix,.vsix,vscode_extension,87300,,uxm/ide/vscode/uxminima-vscode-0.2.0.vsix,MOVE_ACTIVE_CODE
legacy/duplicates/BELGE_KOPYALARI/uX_Minima_Kullanim Klavuzu.md,.md,old_information_document,26911,1342,uxm/legacy/docs_old/legacy/duplicates/BELGE_KOPYALARI/uX_Minima_Kullanim Klavuzu.md,MOVE_LEGACY_DOC
legacy/duplicates/BELGE_KOPYALARI/ux_minima_IDE_vscode.md,.md,old_information_document,10400,321,uxm/legacy/docs_old/legacy/duplicates/BELGE_KOPYALARI/ux_minima_IDE_vscode.md,MOVE_LEGACY_DOC
legacy/duplicates/BELGE_KOPYALARI/ux_minima_full v31.md,.md,old_information_document,155210,4769,uxm/legacy/docs_old/legacy/duplicates/BELGE_KOPYALARI/ux_minima_full v31.md,MOVE_LEGACY_DOC
legacy/duplicates/BELGE_KOPYALARI/ux_minimax_ide_tasarimi_dusuncesi.md,.md,old_information_document,11057,406,uxm/legacy/docs_old/legacy/duplicates/BELGE_KOPYALARI/ux_minimax_ide_tasarimi_dusuncesi.md,MOVE_LEGACY_DOC
legacy/duplicates/compiler/uxm31_compiler_fb.bas,.bas,compiler_source,55396,1502,uxm/core/native_x64/src/uxm31_compiler_fb.bas,MOVE_ACTIVE_CODE
legacy/duplicates/ide/uxminima-vscode/tools/uxm31_compiler_final.bas,.bas,vscode_extension,64466,1066,uxm/ide/vscode/uxm31_compiler_final.bas,MOVE_ACTIVE_CODE
legacy/duplicates/runtime/uxm31_runtime_fb_full.bas,.bas,runtime_source,33072,1245,uxm/core/runtime/uxm31_runtime_fb_full.bas,MOVE_ACTIVE_CODE
legacy/duplicates/tools/uxm31_full_tool_fb.bas,.bas,full_tool_interpreter_source,57331,1552,uxm/core/full_tool_interpreter/src/uxm31_full_tool_fb.bas,MOVE_ACTIVE_CODE
lib/README.md,.md,old_information_document,531,18,uxm/legacy/docs_old/lib/README.md,MOVE_LEGACY_DOC
lib/ux_fp_v1.uxm,.uxm,other,319,22,uxm/legacy/other_old/lib/ux_fp_v1.uxm,MOVE_LEGACY_OTHER
lib/ux_mat_v1.uxm,.uxm,other,485,32,uxm/legacy/other_old/lib/ux_mat_v1.uxm,MOVE_LEGACY_OTHER
lib/ux_math_v1.uxm,.uxm,other,253,13,uxm/legacy/other_old/lib/ux_math_v1.uxm,MOVE_LEGACY_OTHER
math_extensions/README.md,.md,old_information_document,630,22,uxm/legacy/docs_old/math_extensions/README.md,MOVE_LEGACY_DOC
math_extensions/compiler/README.md,.md,old_information_document,567,18,uxm/legacy/docs_old/math_extensions/compiler/README.md,MOVE_LEGACY_DOC
math_extensions/compiler/arge_parse_math_additions.bas,.bas,other,4900,155,uxm/legacy/other_old/math_extensions/compiler/arge_parse_math_additions.bas,MOVE_LEGACY_OTHER
math_extensions/compiler/arge_parse_matrix_additions.bas,.bas,other,6106,190,uxm/legacy/other_old/math_extensions/compiler/arge_parse_matrix_additions.bas,MOVE_LEGACY_OTHER
math_extensions/docs/README.md,.md,old_information_document,556,18,uxm/legacy/docs_old/math_extensions/docs/README.md,MOVE_LEGACY_DOC
math_extensions/docs/UXM_MATH_EXTENSIONS.md,.md,old_information_document,1568,82,uxm/legacy/docs_old/math_extensions/docs/UXM_MATH_EXTENSIONS.md,MOVE_LEGACY_DOC
math_extensions/lib/README.md,.md,old_information_document,547,18,uxm/legacy/docs_old/math_extensions/lib/README.md,MOVE_LEGACY_DOC
math_extensions/lib/ux_mat_v1.uxm,.uxm,other,485,32,uxm/legacy/other_old/math_extensions/lib/ux_mat_v1.uxm,MOVE_LEGACY_OTHER
math_extensions/lib/ux_math_v1.uxm,.uxm,other,253,13,uxm/legacy/other_old/math_extensions/lib/ux_math_v1.uxm,MOVE_LEGACY_OTHER
math_extensions/runtime/README.md,.md,math_runtime_extension,562,18,uxm/core/runtime/math_extensions/README.md,MOVE_ACTIVE_CODE
math_extensions/runtime/runtime_math_services.bas,.bas,math_runtime_extension,11900,371,uxm/core/runtime/math_extensions/runtime_math_services.bas,MOVE_ACTIVE_CODE
math_extensions/runtime/runtime_matrix_services.bas,.bas,math_runtime_extension,17553,579,uxm/core/runtime/math_extensions/runtime_matrix_services.bas,MOVE_ACTIVE_CODE
math_extensions/tests_math/README.md,.md,test_math_extension,816,24,uxm/tests/math/README.md,MOVE_TEST
math_extensions/tests_math/test_math01_poly_deriv_arge.uxm,.uxm,test_math_extension,135,9,uxm/tests/math/test_math01_poly_deriv_arge.uxm,MOVE_TEST
math_extensions/tests_math/test_math02_poly_integral_arge.uxm,.uxm,test_math_extension,154,10,uxm/tests/math/test_math02_poly_integral_arge.uxm,MOVE_TEST
math_extensions/tests_math/test_math03_poly_eval_arge.uxm,.uxm,test_math_extension,143,9,uxm/tests/math/test_math03_poly_eval_arge.uxm,MOVE_TEST
math_extensions/tests_math/test_math04_expr_rpn_eval.uxm,.uxm,test_math_extension,178,9,uxm/tests/math/test_math04_expr_rpn_eval.uxm,MOVE_TEST
math_extensions/tests_math/test_math05_num_deriv.uxm,.uxm,test_math_extension,153,10,uxm/tests/math/test_math05_num_deriv.uxm,MOVE_TEST
math_extensions/tests_math/test_math06_integral_trap.uxm,.uxm,test_math_extension,192,11,uxm/tests/math/test_math06_integral_trap.uxm,MOVE_TEST
math_extensions/tests_math/test_math07_integral_simpson.uxm,.uxm,test_math_extension,197,11,uxm/tests/math/test_math07_integral_simpson.uxm,MOVE_TEST
run_final_probe.bat,.bat,build_or_runner_script,382,6,uxm/scripts/run_final_probe.bat,MOVE_SCRIPT
run_release_notes.bat,.bat,build_or_runner_script,344,11,uxm/scripts/run_release_notes.bat,MOVE_SCRIPT
run_tests.bat,.bat,build_or_runner_script,490,23,uxm/scripts/run_tests.bat,MOVE_SCRIPT
runtime/README.md,.md,runtime_library,546,18,uxm/core/runtime/runtime/README.md,MOVE_ACTIVE_CODE
runtime/runtime_fp_services.bas,.bas,runtime_library,21566,745,uxm/core/runtime/runtime/runtime_fp_services.bas,MOVE_ACTIVE_CODE
servis komutlari.md,.md,old_information_document,33799,482,uxm/legacy/docs_old/servis komutlari.md,MOVE_LEGACY_DOC
tests/README.md,.md,test_core,1809,52,uxm/tests/core/README.md,MOVE_TEST
tests/UX-MINIMA x64 V3.1 Tasar#U0131m Belgesi.md,.md,test_core,193504,8439,uxm/tests/core/UX-MINIMA x64 V3.1 Tasar#U0131m Belgesi.md,MOVE_TEST
tests/test01_print_A.uxm,.uxm,test_core,47,6,uxm/tests/core/test01_print_A.uxm,MOVE_TEST
tests/test02_string.uxm,.uxm,test_core,108,6,uxm/tests/core/test02_string.uxm,MOVE_TEST
tests/test03_addressing.uxm,.uxm,test_core,72,7,uxm/tests/core/test03_addressing.uxm,MOVE_TEST
tests/test04_stack_lifo.uxm,.uxm,test_core,54,7,uxm/tests/core/test04_stack_lifo.uxm,MOVE_TEST
tests/test05_meta_add.uxm,.uxm,test_core,61,7,uxm/tests/core/test05_meta_add.uxm,MOVE_TEST
tests/test06_dynamic_meta_mul.uxm,.uxm,test_core,66,8,uxm/tests/core/test06_dynamic_meta_mul.uxm,MOVE_TEST
tests/test07_macro.uxm,.uxm,test_core,25,4,uxm/tests/core/test07_macro.uxm,MOVE_TEST
tests/test08_newline.uxm,.uxm,test_core,53,7,uxm/tests/core/test08_newline.uxm,MOVE_TEST
tests/test09_div_mod.uxm,.uxm,test_core,117,12,uxm/tests/core/test09_div_mod.uxm,MOVE_TEST
tests/test10_sin_scaled.uxm,.uxm,test_core,49,6,uxm/tests/core/test10_sin_scaled.uxm,MOVE_TEST
tests/test11_hypotenuse.uxm,.uxm,test_core,56,7,uxm/tests/core/test11_hypotenuse.uxm,MOVE_TEST
tests/test12_signed_mode.uxm,.uxm,test_core,64,8,uxm/tests/core/test12_signed_mode.uxm,MOVE_TEST
tests/test13_status_div_zero.uxm,.uxm,test_core,121,10,uxm/tests/core/test13_status_div_zero.uxm,MOVE_TEST
tests/test14_branch_current_zero.uxm,.uxm,test_core,45,6,uxm/tests/core/test14_branch_current_zero.uxm,MOVE_TEST
tests/test15_branch_nonzero.uxm,.uxm,test_core,49,6,uxm/tests/core/test15_branch_nonzero.uxm,MOVE_TEST
tests/test16_data_digit.uxm,.uxm,test_core,58,6,uxm/tests/core/test16_data_digit.uxm,MOVE_TEST
tests/test17_endian_word_split.uxm,.uxm,test_core,28,4,uxm/tests/core/test17_endian_word_split.uxm,MOVE_TEST
tests/test18_pointer_service.uxm,.uxm,test_core,47,5,uxm/tests/core/test18_pointer_service.uxm,MOVE_TEST
tests/test20_fifo_char_order.uxm,.uxm,test_core,126,11,uxm/tests/core/test20_fifo_char_order.uxm,MOVE_TEST
tests/test21_fifo_count_peek.uxm,.uxm,test_core,119,14,uxm/tests/core/test21_fifo_count_peek.uxm,MOVE_TEST
tests/test22_data_write_read_char.uxm,.uxm,test_core,110,9,uxm/tests/core/test22_data_write_read_char.uxm,MOVE_TEST
tests/test23_data_digit_ascii_to_number.uxm,.uxm,test_core,114,7,uxm/tests/core/test23_data_digit_ascii_to_number.uxm,MOVE_TEST
tests/test24_data_block_copy_print.uxm,.uxm,test_core,232,23,uxm/tests/core/test24_data_block_copy_print.uxm,MOVE_TEST
tests/test25_data_sort_ascending.uxm,.uxm,test_core,230,24,uxm/tests/core/test25_data_sort_ascending.uxm,MOVE_TEST
tests/test26_tape_sort_descending_chars.uxm,.uxm,test_core,151,12,uxm/tests/core/test26_tape_sort_descending_chars.uxm,MOVE_TEST
tests/test27_tape_linear_search.uxm,.uxm,test_core,131,11,uxm/tests/core/test27_tape_linear_search.uxm,MOVE_TEST
tests/test28_dynamic_meta_fifo.uxm,.uxm,test_core,110,9,uxm/tests/core/test28_dynamic_meta_fifo.uxm,MOVE_TEST
tests/test29_nested_macro_call.uxm,.uxm,test_core,97,5,uxm/tests/core/test29_nested_macro_call.uxm,MOVE_TEST
tests/test30_word_mode_add.uxm,.uxm,test_core,106,8,uxm/tests/core/test30_word_mode_add.uxm,MOVE_TEST
tests/test31_safe_mode_wild_denied.uxm,.uxm,test_core,148,10,uxm/tests/core/test31_safe_mode_wild_denied.uxm,MOVE_TEST
tests/test32_wild_layout_change.uxm,.uxm,test_core,125,10,uxm/tests/core/test32_wild_layout_change.uxm,MOVE_TEST
tests/test33_bitwise_and_stack.uxm,.uxm,test_core,100,9,uxm/tests/core/test33_bitwise_and_stack.uxm,MOVE_TEST
tests/test34_data_block_clear.uxm,.uxm,test_core,159,16,uxm/tests/core/test34_data_block_clear.uxm,MOVE_TEST
tests/test35_optimizer_visible_result.uxm,.uxm,test_core,91,7,uxm/tests/core/test35_optimizer_visible_result.uxm,MOVE_TEST
tests/test40_4bit_cpu_alu_model.uxm,.uxm,test_core,1128,105,uxm/tests/core/test40_4bit_cpu_alu_model.uxm,MOVE_TEST
tests/test41_4_neuron_nn_model.uxm,.uxm,test_core,1227,108,uxm/tests/core/test41_4_neuron_nn_model.uxm,MOVE_TEST
tests/test42_error_flag_set_reset.uxm,.uxm,test_core,129,10,uxm/tests/core/test42_error_flag_set_reset.uxm,MOVE_TEST
tests/test43_error_macro_helpers.uxm,.uxm,test_core,198,17,uxm/tests/core/test43_error_macro_helpers.uxm,MOVE_TEST
tests/test44_asin.uxm,.uxm,test_core,47,5,uxm/tests/core/test44_asin.uxm,MOVE_TEST
tests/test44_meta_version_info.uxm,.uxm,test_core,100,7,uxm/tests/core/test44_meta_version_info.uxm,MOVE_TEST
tests/test45_acos.uxm,.uxm,test_core,47,5,uxm/tests/core/test45_acos.uxm,MOVE_TEST
tests/test45_pointer_meta_extended.uxm,.uxm,test_core,116,13,uxm/tests/core/test45_pointer_meta_extended.uxm,MOVE_TEST
tests/test46_fifo_clear.uxm,.uxm,test_core,132,17,uxm/tests/core/test46_fifo_clear.uxm,MOVE_TEST
tests/test46_sqrt.uxm,.uxm,test_core,46,5,uxm/tests/core/test46_sqrt.uxm,MOVE_TEST
tests/test47_sinh.uxm,.uxm,test_core,47,5,uxm/tests/core/test47_sinh.uxm,MOVE_TEST
tests/test47_tape_sort_ascending.uxm,.uxm,test_core,150,12,uxm/tests/core/test47_tape_sort_ascending.uxm,MOVE_TEST
tests/test48_cosh.uxm,.uxm,test_core,48,5,uxm/tests/core/test48_cosh.uxm,MOVE_TEST
tests/test48_data_sort_descending.uxm,.uxm,test_core,231,24,uxm/tests/core/test48_data_sort_descending.uxm,MOVE_TEST
tests/test49_data_linear_search.uxm,.uxm,test_core,104,9,uxm/tests/core/test49_data_linear_search.uxm,MOVE_TEST
tests/test49_tanh.uxm,.uxm,test_core,47,5,uxm/tests/core/test49_tanh.uxm,MOVE_TEST
tests/test50_tape_block_copy_clear.uxm,.uxm,test_core,253,25,uxm/tests/core/test50_tape_block_copy_clear.uxm,MOVE_TEST
tests/test51_meta_print_stack_pop.uxm,.uxm,test_core,91,6,uxm/tests/core/test51_meta_print_stack_pop.uxm,MOVE_TEST
tests/test52_meta_print_hex.uxm,.uxm,test_core,70,5,uxm/tests/core/test52_meta_print_hex.uxm,MOVE_TEST
tests/test53_meta_print_bin.uxm,.uxm,test_core,69,5,uxm/tests/core/test53_meta_print_bin.uxm,MOVE_TEST
tests/test54_meta_print_char_raw.uxm,.uxm,test_core,73,5,uxm/tests/core/test54_meta_print_char_raw.uxm,MOVE_TEST
tests_fp/test_fp01_add_int.uxm,.uxm,test_fp,223,20,uxm/tests/fp/test_fp01_add_int.uxm,MOVE_TEST
tests_fp/test_fp02_sub_int.uxm,.uxm,test_fp,224,20,uxm/tests/fp/test_fp02_sub_int.uxm,MOVE_TEST
tests_fp/test_fp03_mul_int.uxm,.uxm,test_fp,224,20,uxm/tests/fp/test_fp03_mul_int.uxm,MOVE_TEST
tests_fp/test_fp04_div_int.uxm,.uxm,test_fp,221,20,uxm/tests/fp/test_fp04_div_int.uxm,MOVE_TEST
tests_fp/test_fp05_from_string.uxm,.uxm,test_fp,121,10,uxm/tests/fp/test_fp05_from_string.uxm,MOVE_TEST
tests_fp/test_fp06_add_dec_string.uxm,.uxm,test_fp,246,22,uxm/tests/fp/test_fp06_add_dec_string.uxm,MOVE_TEST
tests_fp/test_fp07_int_zero_sign_abs.uxm,.uxm,test_fp,399,39,uxm/tests/fp/test_fp07_int_zero_sign_abs.uxm,MOVE_TEST
tests_matrix/_tmp_det_debug.uxm,.uxm,test_matrix,144,9,uxm/tests/matrix/_tmp_det_debug.uxm,MOVE_TEST
tests_matrix/test_matrix01_init_set_print.uxm,.uxm,test_matrix,468,46,uxm/tests/matrix/test_matrix01_init_set_print.uxm,MOVE_TEST
tests_matrix/test_matrix02_add_2x2.uxm,.uxm,test_matrix,246,18,uxm/tests/matrix/test_matrix02_add_2x2.uxm,MOVE_TEST
tests_matrix/test_matrix03_mul_2x2.uxm,.uxm,test_matrix,218,17,uxm/tests/matrix/test_matrix03_mul_2x2.uxm,MOVE_TEST
tests_matrix/test_matrix04_identity_trace_det2.uxm,.uxm,test_matrix,390,30,uxm/tests/matrix/test_matrix04_identity_trace_det2.uxm,MOVE_TEST
tools/README.md,.md,old_information_document,541,18,uxm/legacy/docs_old/tools/README.md,MOVE_LEGACY_DOC
tools/generate_release_notes.ps1,.ps1,build_or_runner_script,4239,152,uxm/scripts/generate_release_notes.ps1,MOVE_SCRIPT
uX_Minima_Kullanim Klavuzu.md,.md,old_information_document,28886,1398,uxm/legacy/docs_old/uX_Minima_Kullanim Klavuzu.md,MOVE_LEGACY_DOC
ux minima projesinde yapilan isler.md,.md,old_information_document,19016,541,uxm/legacy/docs_old/ux minima projesinde yapilan isler.md,MOVE_LEGACY_DOC
ux_minima_IDE_vscode.md,.md,old_information_document,12117,372,uxm/legacy/docs_old/ux_minima_IDE_vscode.md,MOVE_LEGACY_DOC
ux_minima_full v31.md,.md,old_information_document,156822,4826,uxm/legacy/docs_old/ux_minima_full v31.md,MOVE_LEGACY_DOC
ux_minimax_ide_tasarimi_dusuncesi.md,.md,old_information_document,11025,406,uxm/legacy/docs_old/ux_minimax_ide_tasarimi_dusuncesi.md,MOVE_LEGACY_DOC
uxm31_compiler_fb.bas,.bas,compiler_source,64345,1693,uxm/core/native_x64/src/uxm31_compiler_fb.bas,MOVE_ACTIVE_CODE
uxm31_compiler_fb.clean.bas,.bas,compiler_source,56208,1524,uxm/core/native_x64/src/uxm31_compiler_fb.clean.bas,MOVE_ACTIVE_CODE
uxm31_full_tool_fb.bas,.bas,full_tool_interpreter_source,75586,2020,uxm/core/full_tool_interpreter/src/uxm31_full_tool_fb.bas,MOVE_ACTIVE_CODE
uxm31_full_tool_fb_2.bas,.bas,full_tool_interpreter_source,59936,1655,uxm/core/full_tool_interpreter/src/uxm31_full_tool_fb_2.bas,MOVE_ACTIVE_CODE
uxm31_runtime_fb.bas,.bas,runtime_source,29675,1167,uxm/core/runtime/uxm31_runtime_fb.bas,MOVE_ACTIVE_CODE
uxm31_runtime_fb_full.bas,.bas,runtime_source,37803,1427,uxm/core/runtime/uxm31_runtime_fb_full.bas,MOVE_ACTIVE_CODE
uxm_V3.1_Full_Final/README.md,.md,old_information_document,560,18,uxm/legacy/docs_old/uxm_V3.1_Full_Final/README.md,MOVE_LEGACY_DOC
uxm_V3.1_Full_Final/yeni tasarim eksiklikler.md,.md,old_information_document,59673,2677,uxm/legacy/docs_old/uxm_V3.1_Full_Final/yeni tasarim eksiklikler.md,MOVE_LEGACY_DOC
yeni tasarim eksiklikler.md,.md,old_information_document,59591,2676,uxm/legacy/docs_old/yeni tasarim eksiklikler.md,MOVE_LEGACY_DOC
